epoch,train_loss,val_loss,val_mae,val_pearson
1,0.27370937403646256,0.1122709963958533,0.18452109396457672,0.93719286
2,0.06422308228710401,0.07442793899792291,0.153096541762352,0.96125627
3,0.03451085174483957,0.06190560878964052,0.11268322914838791,0.9648109
4,0.01713976746569166,0.0699035103621316,0.10734645277261734,0.96115977
5,0.006835023693253918,0.06034177577003859,0.09700588881969452,0.96551776
6,0.0036637455184626603,0.06584921510685013,0.10143418610095978,0.96234334
7,0.0019186112179644017,0.06835116898721372,0.09835795313119888,0.9611097
8,0.0011559338320131203,0.058883194383400096,0.08367464691400528,0.9664085
9,0.0012397903402589215,0.06182229072978122,0.08852870762348175,0.96466005
10,0.0007547475105682333,0.061176191548362284,0.0853181704878807,0.9651761
11,0.00048798156612541615,0.06130102239244263,0.08521486818790436,0.96514946
12,0.0004539637618671848,0.061944128471493186,0.08501823991537094,0.96490335
13,0.00035293095143493875,0.05938926666636862,0.08053551614284515,0.9660969
14,0.00037022295219642167,0.06595880676780196,0.08944121748209,0.96288496
15,0.00043972172947871426,0.0602637838421201,0.08477891981601715,0.96559745
16,0.0005205443290790191,0.06173466221177174,0.08321976661682129,0.96483594
17,0.0006836099093691571,0.06461320802572161,0.08536354452371597,0.9638639
18,0.0005000633878548147,0.057999206593238,0.07426931709051132,0.9668751
19,0.0004906216585844785,0.058672880025932544,0.07593057304620743,0.96643555
20,0.0006564276836689672,0.0619175739429054,0.07714236527681351,0.96508837
21,0.0007296473742523327,0.06249421143660411,0.09437531232833862,0.9643413
22,0.0007539310138651802,0.06250660811582791,0.07760535180568695,0.96423316
23,0.0004132295441758331,0.06388777643345141,0.07715979963541031,0.9636659
24,0.0003484919414491049,0.062037808774524215,0.07308346033096313,0.9645901
25,0.0008319752049005945,0.06527209336283184,0.07354585081338882,0.96321356
26,0.0004136170241617081,0.05519447016948626,0.06179682910442352,0.9687437
27,0.0002710870368029343,0.05296481332022397,0.07000204175710678,0.97008884
28,0.09442510519186596,0.1735185134956347,0.27005910873413086,0.9490038
29,0.04005981906915882,0.08078479168415513,0.1106225848197937,0.95607513
30,0.016145443499616313,0.06622618186866887,0.08536083251237869,0.96208394
31,0.0034924435399478256,0.062498648662031406,0.07291603088378906,0.9645673
32,0.0015052075638149766,0.06492529014386014,0.07334127277135849,0.9631111
33,0.0010847553596379708,0.06420099001947424,0.06897620111703873,0.96380264
34,0.000579483714827369,0.06640070766938845,0.06665197759866714,0.9626601
35,0.0001838014156441031,0.06430673384446502,0.06456540524959564,0.9636135
36,0.0001523567839610353,0.0670648889866113,0.06522029638290405,0.962389
