epoch,train_loss,val_loss,val_mae,val_pearson
1,0.28797494270007257,0.11724131884762928,0.19999030232429504,0.9400351
2,0.07350684702327098,0.10350018745798263,0.1318722367286682,0.94417703
3,0.043627046043790564,0.13665208089653225,0.17045725882053375,0.9298996
4,0.05356837646069748,0.1207336125828858,0.1725335419178009,0.94081104
5,0.024796854965513506,0.09341430143935472,0.11813877522945404,0.9508834
6,0.005731880388598906,0.12727581323512518,0.13822342455387115,0.93697417
7,0.0027881159882478337,0.11022209146176465,0.1116456463932991,0.9426173
8,0.0014958062044267233,0.10285130558103057,0.10053065419197083,0.94630677
9,0.0010468686702248913,0.1021824492026575,0.09891574829816818,0.94585586
10,0.0007581094486816991,0.09889933232279007,0.09312903136014938,0.9476606
11,0.00039356930227811625,0.10093380304516315,0.09328902512788773,0.94702065
12,0.00028114796818304706,0.10165069665249792,0.09329310059547424,0.94657016
13,0.00018783188254799046,0.09889301536635944,0.09136296808719635,0.94741523
14,0.00016347343127909837,0.09975373975993578,0.09102289378643036,0.947204
