epoch,train_loss,val_loss,val_mae,val_pearson
1,0.6638169682451657,0.24751703316966692,0.3677361309528351,0.85768723
2,0.28616596394151983,0.19471076263913087,0.268734872341156,0.88866997
3,0.2292999800023002,0.2344794680497476,0.36193937063217163,0.89385116
4,0.12941842669360562,0.1611657308835891,0.2087251991033554,0.91296154
5,0.0892907502690962,0.23531779012687148,0.30191847681999207,0.8616133
6,0.0729786583099104,0.15293468155765108,0.20643377304077148,0.91743696
7,0.04669005004204033,0.17476950873831465,0.21057851612567902,0.8990668
8,0.033412344965784414,0.2190909736035835,0.2600988447666168,0.87993187
9,0.05143477259220423,0.1269372724373603,0.17177608609199524,0.9282426
10,0.03563051134378405,0.2085525728318663,0.22306415438652039,0.89554095
11,0.02827505709345652,0.15849272831664643,0.1824806034564972,0.91689134
12,0.011545309938810533,0.17207329791493803,0.19072973728179932,0.9062823
13,0.013074036404543136,0.328358569914209,0.3150072693824768,0.85023427
14,0.06510241849693037,0.14860316940272847,0.18869538605213165,0.9198083
15,0.021859671014854462,0.14220488211140037,0.21175745129585266,0.9207632
16,0.01301654501661514,0.18883496308089456,0.19261667132377625,0.8938365
17,0.024515174282680078,0.1441613350969939,0.16052281856536865,0.9192101
18,0.0248875306947628,0.13803155122912444,0.17491894960403442,0.92110807
