Epoch 1/100 | Train Loss: 0.2737 | Val Loss: 0.1123 | MAE: 0.1845 | Pearson: 0.9372
Epoch 2/100 | Train Loss: 0.0642 | Val Loss: 0.0744 | MAE: 0.1531 | Pearson: 0.9613
Epoch 3/100 | Train Loss: 0.0345 | Val Loss: 0.0619 | MAE: 0.1127 | Pearson: 0.9648
Epoch 4/100 | Train Loss: 0.0171 | Val Loss: 0.0699 | MAE: 0.1073 | Pearson: 0.9612
Epoch 5/100 | Train Loss: 0.0068 | Val Loss: 0.0603 | MAE: 0.0970 | Pearson: 0.9655
Epoch 6/100 | Train Loss: 0.0037 | Val Loss: 0.0658 | MAE: 0.1014 | Pearson: 0.9623
Epoch 7/100 | Train Loss: 0.0019 | Val Loss: 0.0684 | MAE: 0.0984 | Pearson: 0.9611
Epoch 8/100 | Train Loss: 0.0012 | Val Loss: 0.0589 | MAE: 0.0837 | Pearson: 0.9664
Epoch 9/100 | Train Loss: 0.0012 | Val Loss: 0.0618 | MAE: 0.0885 | Pearson: 0.9647
Epoch 10/100 | Train Loss: 0.0008 | Val Loss: 0.0612 | MAE: 0.0853 | Pearson: 0.9652
Epoch 11/100 | Train Loss: 0.0005 | Val Loss: 0.0613 | MAE: 0.0852 | Pearson: 0.9651
Epoch 12/100 | Train Loss: 0.0005 | Val Loss: 0.0619 | MAE: 0.0850 | Pearson: 0.9649
Epoch 13/100 | Train Loss: 0.0004 | Val Loss: 0.0594 | MAE: 0.0805 | Pearson: 0.9661
Epoch 14/100 | Train Loss: 0.0004 | Val Loss: 0.0660 | MAE: 0.0894 | Pearson: 0.9629
Epoch 15/100 | Train Loss: 0.0004 | Val Loss: 0.0603 | MAE: 0.0848 | Pearson: 0.9656
Epoch 16/100 | Train Loss: 0.0005 | Val Loss: 0.0617 | MAE: 0.0832 | Pearson: 0.9648
Epoch 17/100 | Train Loss: 0.0007 | Val Loss: 0.0646 | MAE: 0.0854 | Pearson: 0.9639
Epoch 18/100 | Train Loss: 0.0005 | Val Loss: 0.0580 | MAE: 0.0743 | Pearson: 0.9669
Epoch 19/100 | Train Loss: 0.0005 | Val Loss: 0.0587 | MAE: 0.0759 | Pearson: 0.9664
Epoch 20/100 | Train Loss: 0.0007 | Val Loss: 0.0619 | MAE: 0.0771 | Pearson: 0.9651
Epoch 21/100 | Train Loss: 0.0007 | Val Loss: 0.0625 | MAE: 0.0944 | Pearson: 0.9643
Epoch 22/100 | Train Loss: 0.0008 | Val Loss: 0.0625 | MAE: 0.0776 | Pearson: 0.9642
Epoch 23/100 | Train Loss: 0.0004 | Val Loss: 0.0639 | MAE: 0.0772 | Pearson: 0.9637
Epoch 24/100 | Train Loss: 0.0003 | Val Loss: 0.0620 | MAE: 0.0731 | Pearson: 0.9646
Epoch 25/100 | Train Loss: 0.0008 | Val Loss: 0.0653 | MAE: 0.0735 | Pearson: 0.9632
Epoch 26/100 | Train Loss: 0.0004 | Val Loss: 0.0552 | MAE: 0.0618 | Pearson: 0.9687
Epoch 27/100 | Train Loss: 0.0003 | Val Loss: 0.0530 | MAE: 0.0700 | Pearson: 0.9701
Epoch 28/100 | Train Loss: 0.0944 | Val Loss: 0.1735 | MAE: 0.2701 | Pearson: 0.9490
Epoch 29/100 | Train Loss: 0.0401 | Val Loss: 0.0808 | MAE: 0.1106 | Pearson: 0.9561
Epoch 30/100 | Train Loss: 0.0161 | Val Loss: 0.0662 | MAE: 0.0854 | Pearson: 0.9621
Epoch 31/100 | Train Loss: 0.0035 | Val Loss: 0.0625 | MAE: 0.0729 | Pearson: 0.9646
Epoch 32/100 | Train Loss: 0.0015 | Val Loss: 0.0649 | MAE: 0.0733 | Pearson: 0.9631
Epoch 33/100 | Train Loss: 0.0011 | Val Loss: 0.0642 | MAE: 0.0690 | Pearson: 0.9638
Epoch 34/100 | Train Loss: 0.0006 | Val Loss: 0.0664 | MAE: 0.0667 | Pearson: 0.9627
Epoch 35/100 | Train Loss: 0.0002 | Val Loss: 0.0643 | MAE: 0.0646 | Pearson: 0.9636
Epoch 36/100 | Train Loss: 0.0002 | Val Loss: 0.0671 | MAE: 0.0652 | Pearson: 0.9624
Epoch 37/100 | Train Loss: 0.0002 | Val Loss: 0.0723 | MAE: 0.0724 | Pearson: 0.9594
