epoch,train_loss,val_loss,val_mae,val_pearson
1,0.26025974382701816,0.09293903889400619,0.21030017733573914,0.9601606
2,0.0771435247304561,0.10271398064547352,0.19696907699108124,0.94935894
3,0.03600909242561015,0.06512018529853474,0.10239633172750473,0.9665091
4,0.015690639411332086,0.0639549083633548,0.08597052842378616,0.96640253
5,0.006445238126962934,0.06186931307006273,0.09108775854110718,0.96748424
6,0.00273185713879121,0.062223030545976055,0.07433576881885529,0.96701086
7,0.0012350894118450622,0.0616636772444638,0.07391935586929321,0.9673985
8,0.000546592555413857,0.06348672231182545,0.07163594663143158,0.9664113
9,0.00044344385428086666,0.07075195909869979,0.07406333833932877,0.96272075
10,0.0005345097742866485,0.06883101691554268,0.07145913690328598,0.9636913
11,0.00044022622731582875,0.06075738842039192,0.0673096776008606,0.967798
12,0.0003903884317185744,0.059294242725757486,0.06682837754487991,0.9684733
13,0.0011470688466380082,0.05766828844692403,0.06613145768642426,0.9693865
14,0.0014616172355393549,0.062476174379948395,0.07889489084482193,0.9671891
15,0.0005768483487307614,0.0643627110552015,0.06801269948482513,0.9660095
16,0.0003877485720035371,0.06442481518267111,0.0674949437379837,0.96585834
17,0.00013611426955083603,0.06604036457810296,0.06808452308177948,0.96501684
18,0.00010953207935840293,0.06428479144545106,0.06915879249572754,0.9658746
19,8.617805232937652e-05,0.06251068405496578,0.06566281616687775,0.96680784
20,9.939465261476514e-05,0.06566753303819237,0.06626898795366287,0.9651965
21,9.762582151108204e-05,0.06362146903570863,0.06580866128206253,0.96618235
22,0.00010208737500404043,0.0635988323291323,0.06604325026273727,0.9664216
