epoch,train_loss,val_loss,val_mae,val_pearson
1,0.36512255333281407,0.30320174673951306,0.39663341641426086,0.80414796
2,0.2573773389457087,0.2763848462331612,0.4042149782180786,0.82410574
3,0.16732757821670854,0.346641139687756,0.3550492823123932,0.79581845
4,0.09364498914436266,0.31654262415801004,0.3676260709762573,0.80682355
5,0.04981766683705143,0.32513072221350353,0.3464600145816803,0.7935569
6,0.033894301831470325,0.28612358589755554,0.31955355405807495,0.81332195
7,0.0187927535323358,0.2959065220104448,0.3140760362148285,0.81158197
8,0.011664016032255897,0.30213714552532256,0.30994802713394165,0.8094945
9,0.007667869578093443,0.30902928203154784,0.3162633180618286,0.8003186
10,0.005189122350012962,0.29270365241161894,0.3100784420967102,0.8077267
11,0.004667148879191532,0.28564989796130863,0.30303627252578735,0.8140706
