epoch,train_loss,val_loss,val_mae,val_pearson
1,2.0807859376072884,0.45184679003432393,0.4927162826061249,0.88561577
2,0.384430952080422,0.34271073155105114,0.4218214154243469,0.9151684
3,0.16500191796157096,0.27552970591932535,0.3719642758369446,0.93147486
4,0.08554954474998845,0.3606084243704875,0.43433675169944763,0.93655425
5,0.08645138726052311,0.3057456308354934,0.42531663179397583,0.9289059
6,0.041912062983545995,0.21844589124278477,0.3075694441795349,0.9432483
7,0.02270233118906617,0.2115693575857828,0.3092552423477173,0.9471977
8,0.01798177611393233,0.22010828275233507,0.31040799617767334,0.9435728
9,0.01243765979177422,0.23392821631083885,0.3317248225212097,0.9407473
10,0.005787771580637329,0.21378747862763703,0.3169466257095337,0.94696707
11,0.004091377675326334,0.22775142558384687,0.3191126883029938,0.9445086
12,0.0050108613135914,0.2544516672690709,0.3259264826774597,0.9395572
13,0.007544463133025501,0.25588259325983626,0.33339762687683105,0.9380846
14,0.006898376649607801,0.24950582270200053,0.33737948536872864,0.9393016
15,0.006504908845656448,0.2193693009130584,0.31531786918640137,0.9462834
16,0.010362886515859928,0.20936021084586778,0.3125193119049072,0.9488271
17,0.005794208765857749,0.2315045913370947,0.3152979612350464,0.94185966
18,0.004771699130328165,0.2172965077140058,0.30280017852783203,0.945428
19,0.0033284046312069726,0.22545226903942725,0.3241503834724426,0.9449831
20,0.004827125279957221,0.23036409207391748,0.311600923538208,0.94377613
21,0.004994781409752452,0.22812293807510287,0.30952635407447815,0.94075197
22,0.005769344354565773,0.22223982346865037,0.31470945477485657,0.9430709
23,0.005808198612390293,0.24412780518832733,0.3322628140449524,0.9453401
24,0.005806695656954414,0.22907870022269586,0.3137781023979187,0.94432884
25,0.007551723117164026,0.22756249251930663,0.3209836483001709,0.9431028
