epoch,train_loss,val_loss,val_mae,val_pearson
1,1.6840907163090175,0.6853604838252068,0.6082347631454468,0.9037687
2,0.3618588402867317,0.4919714560188974,0.47048550844192505,0.9254686
3,0.21241282232933575,0.32272679420808953,0.38351643085479736,0.9385399
4,0.10311330411997106,0.30579701050495106,0.34294307231903076,0.94246787
5,0.06124173153398765,0.37578265617291134,0.35405176877975464,0.92732346
6,0.03916090984518329,0.337972923880443,0.3314673602581024,0.9375212
7,0.024862303372679487,0.3642326630651951,0.3590169847011566,0.93199253
8,0.021229531352097788,0.33546120890726644,0.3310571014881134,0.9359235
9,0.012919085985049605,0.36323455162346363,0.32858508825302124,0.93197435
10,0.008457858498311705,0.3761720733406643,0.337674081325531,0.931261
11,0.006199613207071606,0.32848433901866275,0.3172067701816559,0.93792254
12,0.0050628709050619764,0.360993104831626,0.32382968068122864,0.9331133
13,0.004211190724486692,0.3266477386156718,0.31464987993240356,0.9378128
