epoch,train_loss,val_loss,val_mae,val_pearson
1,1.8744706153041786,0.29787292797118425,0.4321289360523224,0.9426065
2,0.4618124910526805,0.19945052483429512,0.3062315881252289,0.95950234
3,0.16486172454638615,0.22619704417108247,0.31068456172943115,0.9539596
4,0.13788002584543493,0.2087253449947942,0.292680948972702,0.9575832
5,0.08719867292998565,0.17693841682436565,0.2729882299900055,0.96859443
6,0.0496801869219376,0.18110521277412772,0.29413166642189026,0.9638177
7,0.02828494610471858,0.12702681477336833,0.2617175877094269,0.97382534
8,0.017536625266075134,0.16047688979112232,0.281470388174057,0.96844316
9,0.01087932109625803,0.20434312067906527,0.30439263582229614,0.96441096
10,0.006504606877246665,0.12395819004935522,0.24170339107513428,0.97423744
11,0.003126349093185531,0.12887238179488728,0.25293299555778503,0.9738723
12,0.0027941888586307567,0.15137029744801112,0.2650775611400604,0.9697801
13,0.0015353601121912814,0.15324643867400786,0.27158021926879883,0.9684777
14,0.001652911163142158,0.14282965613529086,0.2589481770992279,0.9715312
15,0.001230855003409993,0.15564568690024316,0.2737494111061096,0.9686286
16,0.001091111293903345,0.13692380227924636,0.2560195028781891,0.9724277
17,0.0017277627617457054,0.1336834504812335,0.2619491219520569,0.972676
18,0.0018573981512519013,0.12760727976759276,0.2519373297691345,0.9737587
19,0.0026115460741695843,0.15656932501588017,0.26981398463249207,0.9683824
