epoch,train_loss,val_loss,val_mae,val_pearson
1,0.8555890901708135,0.5068374635289526,0.5388185381889343,0.85815597
2,0.5032265981612336,0.4914003399511178,0.524677574634552,0.8637335
3,0.40580295766142904,0.5277656332072285,0.5406079888343811,0.8611591
4,0.2789805833333764,0.5069272070295281,0.5298706889152527,0.8593732
5,0.15225060539012278,0.49985156779487927,0.5343165397644043,0.8595245
6,0.12524300639932395,0.5225642818543647,0.5642921328544617,0.85464823
7,0.08385082003751806,0.5113403283059597,0.529199481010437,0.85986555
8,0.05498192573347095,0.497179795967208,0.5347967147827148,0.86523557
9,0.030916292991564825,0.4905324064195156,0.5286714434623718,0.86338675
10,0.019943927560805107,0.481579047607051,0.5236862897872925,0.86655736
11,0.01475146918489757,0.48446870148181914,0.533642590045929,0.86552954
12,0.01294156700631614,0.4845999805463685,0.5290537476539612,0.8676599
13,0.013670779286925512,0.47152451657586625,0.5114938020706177,0.8685373
14,0.01824354848900095,0.4704877630703979,0.5219800472259521,0.8682756
15,0.030085664970998547,0.525216285387675,0.5633165836334229,0.8642044
16,0.039476287904057224,0.535748283068339,0.5483173131942749,0.8584209
17,0.03921652222130479,0.48255173721247246,0.5238462686538696,0.864669
18,0.02901596536322468,0.49597839646869235,0.5304824709892273,0.86746025
19,0.02135551360198388,0.47532087456848887,0.5133238434791565,0.8667414
20,0.01584805721411852,0.4651067628628678,0.5087405443191528,0.8696934
21,0.013922494087930434,0.4761891897353861,0.5055927634239197,0.86629075
22,0.06781283526548318,0.5301530111995009,0.5387343764305115,0.8533252
23,0.04572579783846622,0.4736538867983553,0.5016525387763977,0.8685186
24,0.03677636802624337,0.5011192768812179,0.5172191262245178,0.8592011
25,0.015198465704582683,0.505807260920604,0.5096813440322876,0.85834455
26,0.006120709849359123,0.49348269974191983,0.5097377300262451,0.8612351
27,0.002817198153852918,0.5051998242735862,0.5097432732582092,0.8587686
28,0.0019140000058796534,0.4906522495051225,0.503038763999939,0.86283314
29,0.0020380843254585597,0.4931695708798038,0.5107178688049316,0.8616762
