epoch,train_loss,val_loss,val_mae,val_pearson
1,0.9782014479573701,0.6112858689493603,0.6235596537590027,0.8477807
2,0.5310646523864997,0.613732503934039,0.6292122602462769,0.8608099
3,0.41554651910266954,1.1560595972670449,0.8619706630706787,0.83085704
4,0.2783969528816578,0.5208483292824693,0.5263968706130981,0.8608579
5,0.15787971074528553,0.6200686513963672,0.5772907137870789,0.85452545
6,0.10822566287169437,0.5384967746833961,0.5454966425895691,0.85228187
7,0.06521053629189062,0.5352265576521555,0.5402186512947083,0.85875845
8,0.045279428495892456,0.5072236277990871,0.5242279767990112,0.86081254
9,0.02928152671918607,0.5132666990160942,0.5284162163734436,0.8584429
10,0.018748782916876282,0.5031131459607019,0.5184352993965149,0.86227065
11,0.015312456912282823,0.49720639048351184,0.5124331712722778,0.8644148
12,0.014688020731852042,0.5147705452309714,0.5317568778991699,0.8616476
13,0.01959489469927754,0.4989778088198768,0.5287434458732605,0.8624766
14,0.026282029245335722,0.5179478558401267,0.5380839705467224,0.85635155
15,0.03669028280104617,0.5026999116771751,0.5287437438964844,0.8608401
16,0.040345110187009606,0.523425407624907,0.5211706161499023,0.8583337
17,0.032474706644656695,0.5399638540214963,0.5296882390975952,0.8549049
18,0.02538958045325297,0.5117936890986231,0.520237147808075,0.8614714
19,0.020367142371311577,0.517989875169264,0.520910382270813,0.86089593
20,0.01774821094209876,0.499992121093803,0.5143496990203857,0.86336917
