epoch,train_loss,val_loss,val_mae,val_pearson
1,0.8861142776134301,0.6077413957979944,0.6199533343315125,0.84814197
2,0.4532206232975177,0.5939295063416163,0.6051305532455444,0.8500297
3,0.29984636659047853,0.5258385900348205,0.5620009899139404,0.8524898
4,0.15736366401971721,0.5643796547419495,0.5535491704940796,0.85030663
5,0.07798546134475984,0.5441695330457554,0.5352776646614075,0.85135365
6,0.04314386836678332,0.5115615134903541,0.5304955840110779,0.85307634
7,0.029607609822871347,0.5050695158334242,0.5248158574104309,0.8562155
8,0.023625991665249486,0.505622183614307,0.5235227346420288,0.8569517
9,0.018605109963876505,0.5042051908456617,0.5248535871505737,0.8547673
10,0.01906803298574619,0.4946151151166608,0.5278172492980957,0.85882694
11,0.021340316683914857,0.4998165897274804,0.5338283181190491,0.85592383
12,0.02367763591705918,0.502793677355415,0.5323484539985657,0.8565831
13,0.029088617830422474,0.5324020566211807,0.5279359221458435,0.8550927
14,0.029966771939811128,0.5245260329710113,0.5250269770622253,0.85638505
15,0.03888219600433812,0.5196077183820307,0.5249887704849243,0.85438216
16,2.5867359182257363,2.0579472051726446,1.170788288116455,0.585698
17,0.7719767658191234,0.6791015647170652,0.6298933625221252,0.804258
18,0.5527822278147819,0.597912565122048,0.5997589826583862,0.82427824
19,0.4684612064802346,0.5843076069942779,0.5748077630996704,0.8288751
