epoch,train_loss,val_loss,val_mae,val_pearson
1,1.2641160088259966,0.8580157321360377,0.7447401881217957,0.7866384
2,0.8041979397962741,0.6652627119587528,0.6410054564476013,0.8176781
3,0.7259701869087893,1.0189741452328034,0.7775269150733948,0.8010684
4,0.6434172908005928,0.6202957252247466,0.6155197620391846,0.84553874
5,0.5618495093215079,0.5785774433377406,0.5668990015983582,0.85408366
6,0.4813656228221431,0.5451180675067008,0.5649923086166382,0.8529445
7,0.4213923870139763,0.5547032679948541,0.5487103462219238,0.8533004
8,0.35820221563889865,0.550834751377503,0.552017092704773,0.8504005
9,0.3228541078040747,0.6317944926520188,0.6035395264625549,0.8433918
10,0.25882418411431696,0.5947828196816974,0.6147795915603638,0.8434537
11,0.21992480722503835,0.5805204157614046,0.5728985071182251,0.84143233
12,0.19041642895182306,0.6456542571540922,0.5780916810035706,0.8356073
13,0.17293764593168384,0.6507430200775465,0.5857155919075012,0.83728445
14,0.12331215840313031,0.6777842440538936,0.6059063076972961,0.81971675
