epoch,train_loss,val_loss,val_mae,val_pearson,val_r2
1,0.8894485244750977,0.660305651880446,0.6440092325210571,0.70673996,0.4841609597206116
2,0.6189130370020867,0.5944691614972221,0.6020669937133789,0.73782486,0.5327620506286621
3,0.5434565517902374,0.514630134380053,0.5549664497375488,0.77255714,0.596106767654419
4,0.48557355254888535,0.5565013807444346,0.5762853622436523,0.7767312,0.562408983707428
5,0.4446076613068581,0.6468977469300466,0.6243070363998413,0.7791544,0.4894058108329773
6,0.4103299935460091,0.6635576046648479,0.6384669542312622,0.7848663,0.4760671854019165
7,0.39652887985110286,0.5148104966159851,0.5579083561897278,0.7921784,0.5944981575012207
8,0.35743715915083885,0.48161113475050243,0.5285672545433044,0.7911477,0.6214161515235901
9,0.3410607482492924,0.4912495885103468,0.5400798916816711,0.79227686,0.6128804683685303
10,0.32258022740483283,0.5595534015742559,0.576470136642456,0.79053986,0.558364987373352
11,0.35107392868399623,0.6418159043505078,0.6241088509559631,0.7837554,0.49399256706237793
12,0.3427428734600544,0.582594390899416,0.5862872004508972,0.7879559,0.5406930446624756
13,0.2923301513195038,0.5632355099632627,0.5823401212692261,0.78764486,0.5567843317985535
14,0.2786403173804283,0.5455189373285051,0.5660693645477295,0.79116803,0.5707650780677795
15,0.23324898420274257,0.48784610723692273,0.5300608277320862,0.78906995,0.6159285306930542
16,0.19359618270397186,0.5581386836748274,0.5753670930862427,0.78857565,0.562218427658081
17,0.14709131520986557,0.5289401083238541,0.5560473799705505,0.77380806,0.5825453996658325
18,0.09682657718658447,0.5679818803355807,0.5677319169044495,0.77725375,0.5509315729141235
19,0.05994729725643992,0.5477597521884101,0.5684801936149597,0.7758796,0.5670881271362305
20,0.03720172929763794,0.5421474495577434,0.5668770670890808,0.7701162,0.5718309879302979
21,0.01762858057115227,0.5337923060333918,0.5579758882522583,0.77303493,0.5785681009292603
22,0.011940041348338128,0.5500461132753462,0.5653605461120605,0.7717718,0.5655559301376343
23,0.00868780120369047,0.5506400690665321,0.5626857280731201,0.77358013,0.5648936033248901
24,0.006603504820959643,0.5479803146824004,0.5613770484924316,0.7747667,0.5673403143882751
25,0.007851397780701519,0.5311331226239129,0.5535615086555481,0.7760298,0.580543577671051
26,0.011849075639620423,0.5468325465917587,0.5591580271720886,0.77705115,0.5681253671646118
27,0.029108973023481668,0.5636649675785549,0.5684598088264465,0.7703619,0.5542457103729248
28,0.038847811728715896,0.5400597228417321,0.5474643111228943,0.7776824,0.5739579200744629
