epoch,train_loss,val_loss,val_mae,val_pearson,val_r2
1,0.6047286912798882,0.43955559177058084,0.5231019258499146,0.80918705,0.6515527963638306
2,0.3908277668952942,0.436138611227747,0.5130180716514587,0.8146024,0.6536278128623962
3,0.3091071271300316,0.45519673138383837,0.5403587818145752,0.8075359,0.6424520015716553
4,0.2401453790962696,0.41775125619911013,0.5145708322525024,0.82502747,0.6686528921127319
5,0.12273538042604923,0.48449541652013384,0.5425902605056763,0.80965996,0.6148992776870728
6,0.05038242821022868,0.4251769930124283,0.5106747150421143,0.8179343,0.6629436612129211
7,0.036891247110441325,0.4263235541090133,0.5092753171920776,0.817608,0.661983847618103
8,0.02047549720481038,0.4201610197150518,0.5102909207344055,0.8182903,0.666964054107666
9,0.017329863764345647,0.4183333601270403,0.5056701302528381,0.8207773,0.6682083606719971
10,0.014764811024069785,0.4173851962836962,0.5049593448638916,0.8202975,0.6690675020217896
11,0.013614249808713794,0.4314362229335876,0.5123124718666077,0.8176595,0.6574220061302185
12,0.0146717949481681,0.4122609505577693,0.5029745697975159,0.82145435,0.6733388900756836
13,0.015128199267201126,0.412849469790383,0.5062403678894043,0.82292986,0.6727942228317261
14,0.016732159174978733,0.4175631357800393,0.5003854632377625,0.82263947,0.6687907576560974
15,0.01724053514190018,0.4169814641040469,0.5045551657676697,0.82410145,0.6694777607917786
16,0.016735790953971444,0.41265003359507,0.5022242069244385,0.82196355,0.6727616786956787
17,0.017716413567773998,0.4333565824088596,0.5134375691413879,0.816458,0.6565978527069092
18,0.02664576691389084,0.413465814221473,0.5075236558914185,0.8208289,0.6720662117004395
19,0.02671684406325221,0.40628133193841054,0.4968700110912323,0.82394725,0.677890419960022
20,0.01625143319647759,0.408526657829209,0.5013750195503235,0.8245888,0.6763400435447693
21,0.011610783976502717,0.418894300385127,0.5035411715507507,0.8213282,0.6670448780059814
22,0.008470402962528168,0.41096639585873435,0.4978416860103607,0.8248951,0.673964262008667
23,0.007069553895387799,0.4110120106784124,0.5001096129417419,0.82381225,0.673737108707428
24,0.008242724572308362,0.40137458580826957,0.4937516748905182,0.8270604,0.6815786361694336
25,0.014403627694584429,0.4113007294280188,0.49965158104896545,0.8232882,0.6737288236618042
26,0.018032337279990315,0.40890682323111427,0.4995889365673065,0.82268846,0.6752740144729614
27,0.015662796959280967,0.4235175244864963,0.5135614275932312,0.81869626,0.6645214557647705
28,0.014587246381677688,0.42244720624552834,0.5030478239059448,0.8202032,0.6651469469070435
29,0.017732499466277658,0.4184561568120169,0.49994805455207825,0.8197079,0.6675558090209961
30,0.017825308652594685,0.41855397749514806,0.5015631914138794,0.82117003,0.668870210647583
31,0.014632796363905073,0.4318143848388914,0.5066875219345093,0.8169738,0.6574488282203674
32,0.01209565646853298,0.4135349378699348,0.49695855379104614,0.8205241,0.6719333529472351
33,0.015013425857760013,0.41069621604586404,0.5001013278961182,0.8217375,0.6743131875991821
34,0.012503209673799575,0.4166675117753801,0.49884459376335144,0.8191613,0.6695289611816406
35,0.0067984710419550535,0.4207502416675053,0.4987192153930664,0.8197621,0.666622519493103
36,0.0074974958198145035,0.44577329735907295,0.515758752822876,0.815933,0.6464254856109619
37,0.015572059130296112,0.4381726899790385,0.5133534669876099,0.81035745,0.6518919467926025
38,0.023638655675575136,0.44681430714471,0.5115916728973389,0.8101419,0.6451833248138428
39,0.016525683297775685,0.42255564294164144,0.5020344257354736,0.8177265,0.6649244427680969
40,0.008759211135562509,0.4235727420401952,0.497046560049057,0.8192561,0.664164662361145
41,0.004658325375756249,0.4208672984488427,0.4997224509716034,0.8204843,0.6661609411239624
42,0.002971807455061935,0.41974654226076036,0.4972614645957947,0.81945837,0.6680402755737305
43,0.0020305441850796344,0.4214471844690187,0.49927571415901184,0.8181083,0.6657294034957886
