Epoch 1/100 | Train Loss: 0.6047 | Val Loss: 0.4396 | MAE: 0.5231 | Pearson: 0.8092 | R2: 0.6516
Epoch 2/100 | Train Loss: 0.3908 | Val Loss: 0.4361 | MAE: 0.5130 | Pearson: 0.8146 | R2: 0.6536
Epoch 3/100 | Train Loss: 0.3091 | Val Loss: 0.4552 | MAE: 0.5404 | Pearson: 0.8075 | R2: 0.6425
Epoch 4/100 | Train Loss: 0.2401 | Val Loss: 0.4178 | MAE: 0.5146 | Pearson: 0.8250 | R2: 0.6687
Epoch 5/100 | Train Loss: 0.1227 | Val Loss: 0.4845 | MAE: 0.5426 | Pearson: 0.8097 | R2: 0.6149
Epoch 6/100 | Train Loss: 0.0504 | Val Loss: 0.4252 | MAE: 0.5107 | Pearson: 0.8179 | R2: 0.6629
Epoch 7/100 | Train Loss: 0.0369 | Val Loss: 0.4263 | MAE: 0.5093 | Pearson: 0.8176 | R2: 0.6620
Epoch 8/100 | Train Loss: 0.0205 | Val Loss: 0.4202 | MAE: 0.5103 | Pearson: 0.8183 | R2: 0.6670
Epoch 9/100 | Train Loss: 0.0173 | Val Loss: 0.4183 | MAE: 0.5057 | Pearson: 0.8208 | R2: 0.6682
Epoch 10/100 | Train Loss: 0.0148 | Val Loss: 0.4174 | MAE: 0.5050 | Pearson: 0.8203 | R2: 0.6691
Epoch 11/100 | Train Loss: 0.0136 | Val Loss: 0.4314 | MAE: 0.5123 | Pearson: 0.8177 | R2: 0.6574
Epoch 12/100 | Train Loss: 0.0147 | Val Loss: 0.4123 | MAE: 0.5030 | Pearson: 0.8215 | R2: 0.6733
Epoch 13/100 | Train Loss: 0.0151 | Val Loss: 0.4128 | MAE: 0.5062 | Pearson: 0.8229 | R2: 0.6728
Epoch 14/100 | Train Loss: 0.0167 | Val Loss: 0.4176 | MAE: 0.5004 | Pearson: 0.8226 | R2: 0.6688
Epoch 15/100 | Train Loss: 0.0172 | Val Loss: 0.4170 | MAE: 0.5046 | Pearson: 0.8241 | R2: 0.6695
Epoch 16/100 | Train Loss: 0.0167 | Val Loss: 0.4127 | MAE: 0.5022 | Pearson: 0.8220 | R2: 0.6728
Epoch 17/100 | Train Loss: 0.0177 | Val Loss: 0.4334 | MAE: 0.5134 | Pearson: 0.8165 | R2: 0.6566
Epoch 18/100 | Train Loss: 0.0266 | Val Loss: 0.4135 | MAE: 0.5075 | Pearson: 0.8208 | R2: 0.6721
Epoch 19/100 | Train Loss: 0.0267 | Val Loss: 0.4063 | MAE: 0.4969 | Pearson: 0.8239 | R2: 0.6779
Epoch 20/100 | Train Loss: 0.0163 | Val Loss: 0.4085 | MAE: 0.5014 | Pearson: 0.8246 | R2: 0.6763
Epoch 21/100 | Train Loss: 0.0116 | Val Loss: 0.4189 | MAE: 0.5035 | Pearson: 0.8213 | R2: 0.6670
Epoch 22/100 | Train Loss: 0.0085 | Val Loss: 0.4110 | MAE: 0.4978 | Pearson: 0.8249 | R2: 0.6740
Epoch 23/100 | Train Loss: 0.0071 | Val Loss: 0.4110 | MAE: 0.5001 | Pearson: 0.8238 | R2: 0.6737
Epoch 24/100 | Train Loss: 0.0082 | Val Loss: 0.4014 | MAE: 0.4938 | Pearson: 0.8271 | R2: 0.6816
