epoch,train_loss,val_loss,val_mae,val_pearson,val_r2
1,0.5608890486359597,0.42440000058166566,0.5093894004821777,0.83321166,0.6823474168777466
2,0.3744364448785782,0.39634477784709327,0.4950738847255707,0.8407688,0.7034473419189453
3,0.31229999887943266,0.3973789948319632,0.4903903305530548,0.83863807,0.7022764682769775
4,0.20990323495864868,0.4195018849439091,0.5039057731628418,0.8294457,0.6864838600158691
5,0.1393252714127302,0.43084098398685455,0.5146655440330505,0.8290382,0.6762416958808899
6,0.06485493666678667,0.4254053705741489,0.5100579857826233,0.830963,0.6819841861724854
7,0.0386952450312674,0.42144989659861914,0.5095137357711792,0.82856184,0.683971643447876
8,0.02059483665600419,0.4189425101355901,0.5065780878067017,0.8309152,0.6858352422714233
9,0.014048571351915598,0.42360138467379976,0.5099195837974548,0.8310114,0.6832975149154663
10,0.011418999353423715,0.41621448075960554,0.5042802691459656,0.83227175,0.687890887260437
11,0.010895875710062683,0.41431204312377506,0.5027922987937927,0.8328996,0.6895382404327393
12,0.011886268435046077,0.41240413676178644,0.49915704131126404,0.8323873,0.6910899877548218
13,0.01439150447305292,0.41081326939756907,0.4982663691043854,0.83278024,0.6926278471946716
14,0.10723013371229172,0.43228571495366475,0.5193778872489929,0.82760274,0.6758164167404175
15,0.0829430532976985,0.43955152564578587,0.5200639367103577,0.82038355,0.6714514493942261
16,0.030604100497439505,0.4273865934875276,0.5100380778312683,0.8342789,0.6790100336074829
17,0.012659204014576972,0.41025063466458095,0.4963791072368622,0.8329357,0.6933555603027344
18,0.005592045474797487,0.4086787660443594,0.4971630275249481,0.83412445,0.6941742300987244
19,0.003061312918784097,0.40713385882831754,0.49673664569854736,0.8355775,0.6950337886810303
20,0.003926543995039538,0.4047531776484989,0.4945079982280731,0.83524156,0.6970434784889221
21,0.005187185273040086,0.4089604758080982,0.49679410457611084,0.83399296,0.6940678358078003
